Environment Canada
Monthly Values for October - 1997

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"CENTRAL SAANICH ISL VIEW","48.571","-123.373","BC","",,NA,"",,"",,"0.0","0","0.0","144.0","0","160.0","0.0","17","","",NA,"","","10114F6"
"CHEMAINUS","48.935","-123.742","BC","10.4","3",NA,"18.0","1","3.5","2","0.0","0",NA,"250.5","0",NA,"0.0","16","","",NA,"211.6","0.0","1011500"
"COLWOOD HATLEY DR","48.418","-123.481","BC","",,NA,"",,"",,"0.0","0","0.0","199.4","0","187.0","0.0","21","","",NA,"","","1011810"
"COWICHAN BAY CHERRY POINT","48.711","-123.557","BC","",,NA,"",,"",,"0.0","0",NA,"163.1","0",NA,"0.0","16","","",NA,"","","1012010"
"COWICHAN LAKE FORESTRY","48.824","-124.133","BC","9.9","0","-0.1","17.5","0","1.0","0","0.0","0","0.0","385.8","0","173.0","0.0","19","76.1","0","68.0","250.3","0.0","1012040"
"COWICHAN LAKE VILLAGE","48.829","-124.052","BC","10.4","3","0.6","18.0","2","1.0","2","0.0","0","0.0","367.5","0","172.0","0.0","19","","",NA,"213.0","0.0","1012055"
"DISCOVERY ISLAND","48.417","-123.233","BC","12.3","0",NA,"18.5","0","8.0","0","",,NA,"",,NA,"","","","",NA,"176.8","0.0","1012475"
"DUNCAN KELVIN CREEK","48.733","-123.726","BC","10.0","0","-0.1","20.0","0","-0.5","0","0.0","0","0.0","240.4","0","201.0","0.0","17","","",NA,"247.5","0.0","1012573"
"ESQUIMALT HARBOUR","48.432","-123.439","BC","11.2","0",NA,"18.3","0","4.4","0","",,NA,"166.2","0",NA,"","20","","",NA,"211.4","0.0","1012710"
"GANGES MANSELL RD","48.872","-123.497","BC","10.5","18",NA,"18.5","16","2.5","17","0.0","0",NA,"132.6","0",NA,"0.0","17","","",NA,"98.0","0.0","1013051"
"GALIANO NORTH","48.985","-123.574","BC","10.9","3",NA,"17.5","2","5.0","2","0.0","0",NA,"161.6","0",NA,"0.0","16","","",NA,"198.4","0.0","10130MN"
"HONEYMOON BAY NORTHWEST","48.831","-124.194","BC","",,NA,"",,"",,"0.0","0",NA,"431.6","0",NA,"0.0","21","","",NA,"","","1013519"
"MALAHAT","48.575","-123.530","BC","9.7","7",NA,"19.8","5","3.4","5","",,NA,"255.6","0",NA,"","19","",,NA,"199.2","0.0","1014820"
"MAYNE ISLAND","48.845","-123.320","BC","10.7","0","0.4","18.0","0","3.5","0","0.0","0","0.0","137.8","0","172.0","0.0","17","","",NA,"226.4","0.0","1014931"
"METCHOSIN","48.374","-123.561","BC","",,NA,"",,"",,"0.0","0","0.0","184.8","0","164.0","0.0","19","","",NA,"","","1015105"
