Environment Canada
Monthly Values for October - 1983

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"CENTRAL SAANICH VEYANESS","48.583","-123.417","BC","",,NA,"",,"",,"0.0","0",NA,"60.6","0",NA,"0.0","10","","",NA,"","","1011467"
"CENTRAL SAANICH ISL VIEW","48.571","-123.373","BC","",,NA,"",,"",,"0.0","0","0.0","56.2","0","62.0","0.0","10","","",NA,"","","10114F6"
"COLWOOD HATLEY DR","48.418","-123.481","BC","",,NA,"",,"",,"0.0","0","0.0","56.0","0","52.0","0.0","11","","",NA,"","","1011810"
"CORDOVA BAY SOUTH","48.517","-123.367","BC","8.9","7",NA,"15.0","5","4.0","6","0.0","0",NA,"57.0","0",NA,"0.0","8","","",NA,"217.6","0.0","1011922"
"COWICHAN BAY CHERRY POINT","48.711","-123.557","BC","8.9","0",NA,"16.0","0","2.0","0","0.0","0",NA,"49.2","0",NA,"0.0","10","103.5","0",NA,"281.4","0.0","1012010"
"COWICHAN LAKE FORESTRY","48.824","-124.133","BC","9.2","0","-0.9","16.5","0","2.0","0","0.0","0","0.0","119.0","0","53.0","0.0","13","117.9","0","105.0","273.4","0.0","1012040"
"COWICHAN LAKE VILLAGE","48.829","-124.052","BC","8.5","0","-1.2","16.5","0","0.5","0","0.0","0","0.0","105.6","0","50.0","0.0","12","","",NA,"293.3","0.0","1012055"
"DUNCAN FORESTRY","48.767","-123.683","BC","7.6","0",NA,"16.5","0","-2.0","0","0.0","0",NA,"66.9","0",NA,"0.0","10","","",NA,"320.9","0.0","1012570"
"ELK LAKE 2","48.533","-123.383","BC","",,NA,"",,"",,"0.0","0",NA,"52.6","0",NA,"0.0","9","","",NA,"","","1012656"
"ESQUIMALT HARBOUR","48.432","-123.439","BC","",,NA,"",,"",,"0.0","0",NA,"51.1","0",NA,"0.0","12","","",NA,"","","1012710"
